Performance,Return on Equity,Return on Equity Change,Working Capital Ratio,Working Capital Change,Debt to Equity,Debt to Equity Change,Comprehensive Free Cash Flow,Free Cash Flow Change,Earnings Growth
0.014209692795910667,0.42287164231341323,0.11852791749122966,1.5434110705254285,-0.3898091181574381,1.8771546067022487,0.3595370021690485,1.1713395638629283,0.023268471900938902,-0.024818401937046004
-0.04315523221896875,0.20852387911932488,0.9652736523303797,1.540931852819508,0.6086112010359339,0.9446042147942105,0.03315636033027677,1.112272420768712,-0.16269035532994924,0.9365148861646234
-0.01845152368455724,1.3039290240811154,0.28040832015180545,1.4975215715072516,0.1561433447098976,12.447401774397973,-0.15861340689141792,1.3665560716655607,0.8394069310468024,1.8996617812852312
-0.010242160125559507,0.11056023797719385,-0.04229676492330166,1.2972041363462274,-0.7972302064280115,0.8896876549330689,-0.13144677984466363,1.0468625893566323,-0.03865791393143691,0.06826347305389222
-0.5129758647305567,0.17520183154596938,0.07282526295595845,1.9671375464684016,-0.2712605042016807,0.7761176045306664,0.008137480574695505,0.824124963841481,0.11681693453547629,0.3093201260693381
0.09200082720005755,0.08991556191602466,1.2700098942402098,2.178346515742091,0.23741385354949232,0.6748322521488007,0.14032067228613798,0.8741505625715379,0.1276530746609314,1.3456137409415228
-0.07128351963566337,0.19238753369031247,-0.2196926039007115,1.3010601512530557,0.052129347409959656,2.303073418058983,-0.22595936167366001,0.6852018873560485,-0.051354579673776664,-0.041364855971244875
0.0794746216019327,0.09717370593839314,-0.46017415894822433,0.9878717874675137,-1.1013268998793728,9.450936805335028,0.27916871122489106,0.20056232427366447,0.0594059405940594,-0.6020806241872562
0.006045681543387159,0.09623230141588673,-0.07080613878758553,3.776639344262295,-0.2900183390096935,0.7948164146868251,-0.23588650448769324,1.068359375,-0.2207977207977208,-0.26958105646630237
0.01489441789130469,0.0891434544324538,-0.4943259244222102,1.3150071578690872,-2.215418968151369,1.546556302615967,0.11159453053028054,0.917434035771206,0.3266116125728186,-0.5061428906800219
0.3289772786123371,0.10298576233995689,-0.09169220860266591,3.7696667067741547,-0.008395940310852258,0.3399062699663364,-0.05214220108359097,0.5921277339164641,0.0034685337017726337,-0.0375567453615533
0.17960923908208787,0.3517212774782248,0.23654736726642003,0.9213296398891967,3.4375,1.7084197428452923,-0.07701072059132925,0.5397727272727273,1.1163366336633664,0.40165289256198344
0.6138267427622082,0.10290893045459797,0.049394589850130746,1.1325657131723248,-0.9029785003286609,1.9492310698895523,-0.3141408650532477,0.7641707953389207,-0.42776589781385593,1.5121215758048547
-0.2790321136262833,0.017435524881946968,-0.9123707503810704,3.4076163610719323,-0.2202948080404186,0.5857852040198571,1.1493262778653344,0.5762962962962963,-0.22664015904572565,-0.7808219178082192
-0.02852681629337417,0.2967661691542289,0.4046306783286806,2.537895706767035,0.31134848513701624,10.036069651741293,0.36400829785518185,0.905205768554344,0.27034142328259975,0.17815524392652576
